iter	MultiClass
134	0.1573627647
135	0.1571674304
136	0.1569607131
137	0.156711282
138	0.1564412785
139	0.1563324513
140	0.156126498
141	0.1559437593
142	0.1557496058
143	0.1555689025
144	0.1553238181
145	0.1550063377
146	0.1547546195
147	0.1547150773
148	0.1545571453
149	0.1543110274
150	0.1540889084
151	0.153904255
152	0.1536580142
153	0.153418363
154	0.1532404919
155	0.1529616351
156	0.1527533184
157	0.1525875129
158	0.15252069
159	0.152436578
160	0.152220418
161	0.1520634579
162	0.1518899863
163	0.1516305989
164	0.1512048733
165	0.15102114
166	0.1509090263
167	0.1508144765
168	0.1507388947
169	0.1506458323
170	0.1505432941
171	0.1502204295
172	0.1498748319
173	0.1496233039
174	0.1493675679
175	0.1492939466
176	0.1492410121
177	0.1489917553
178	0.1489151148
179	0.1488099434
180	0.1487661292
181	0.1487275116
182	0.1486217473
183	0.1485310383
184	0.1481890049
185	0.1480345304
186	0.1478870017
187	0.1477413207
188	0.14763389
189	0.1473982841
190	0.1472030915
191	0.1471123315
192	0.1470424966
193	0.1467477266
194	0.1466750807
195	0.1465181607
196	0.1464811802
197	0.146409026
198	0.146378888
199	0.1462850895
200	0.1461606943
201	0.1461112645
202	0.1461036231
203	0.1460253742
204	0.1455890923
205	0.1455409799
206	0.1455408954
207	0.1455130513
208	0.1453555006
209	0.1453144013
210	0.1451859625
211	0.1451442255
212	0.1450791501
213	0.1448754482
214	0.1447458988
215	0.1445672676
216	0.1443667141
217	0.1443045549
218	0.1442028074
219	0.1441578918
220	0.1438623675
221	0.143799562
222	0.1436263132
223	0.1434307454
224	0.1432192271
225	0.1431421399
226	0.1429343576
227	0.142891683
228	0.1428085324
229	0.1427809125
230	0.1425488879
231	0.1424364818
232	0.1423734218
233	0.1422203626
234	0.1421287395
235	0.1420604221
236	0.1419539195
237	0.1419015624
238	0.1418585557
239	0.1418109607
240	0.1416884699
241	0.1414867071
242	0.1414057901
243	0.1413076067
244	0.1412552819
245	0.1412011465
246	0.141094053
247	0.1410887405
248	0.141045238
249	0.1409417982
250	0.140870555
251	0.1408079851
252	0.1407596848
253	0.1406772531
254	0.1405996039
255	0.1403901724
256	0.1403109349
257	0.1402483791
258	0.1401056025
259	0.1400174389
260	0.1399394378
261	0.1398961476
262	0.1398899397
263	0.1398440367
264	0.1398145171
265	0.1397508986
266	0.1396760363
267	0.1396564498
268	0.1396056558
269	0.1395569896
270	0.1395286708
271	0.1392955191
272	0.1392367321
273	0.1391793088
274	0.1388987482
275	0.1388052663
276	0.138678788
277	0.1386220703
278	0.1385496722
279	0.1383078445
280	0.1382536662
281	0.1380362133
282	0.1379998388
283	0.1379494907
284	0.1377967613
285	0.1377569964
286	0.1377186407
287	0.1374514528
288	0.1374199562
289	0.1373724593
290	0.1373041117
291	0.1372644849
292	0.1372618816
293	0.1372277516
294	0.1371877125
295	0.1371236721
296	0.1370333759
297	0.1367717204
298	0.1367235691
299	0.1365401337
300	0.1365186903
301	0.1365055935
302	0.1364310085
303	0.1364174578
304	0.1363831872
305	0.1363503993
306	0.1363046337
307	0.1362910038
308	0.1362517347
309	0.1361896258
310	0.1361390294
311	0.1359933313
312	0.1359344524
313	0.1359106373
314	0.135756281
315	0.1357235946
316	0.1356825441
317	0.13565013
318	0.1355995245
319	0.1354220275
320	0.1353650316
321	0.1353335451
322	0.1353197652
323	0.135002443
324	0.1349342886
325	0.134850092
326	0.1347723314
327	0.1347271616
328	0.1347197594
329	0.1346810913
330	0.1345882716
331	0.1345211339
332	0.1344913002
333	0.1344036687
334	0.1343714677
335	0.1343345665
336	0.1342878545
337	0.1341994667
338	0.1341048185
339	0.134029441
340	0.1340248917
341	0.1339976365
342	0.1339426183
343	0.133905927
344	0.1338663234
345	0.1338367652
346	0.1337028007
347	0.1336589968
348	0.1336086033
349	0.1335635607
350	0.1335145547
351	0.1333458823
352	0.1332885578
353	0.1332633275
354	0.1330916679
355	0.1330881581
356	0.1330731291
357	0.1330164527
358	0.1329888314
359	0.1329479878
360	0.1326303565
361	0.132606456
362	0.1325174071
363	0.132481119
364	0.1321967564
365	0.132179858
366	0.1321571978
367	0.1321079773
368	0.1320658626
369	0.1320642737
370	0.1320047719
371	0.131985879
372	0.1319769362
373	0.1319543541
374	0.131642822
375	0.1316079624
376	0.1315784786
377	0.1315693461
378	0.1315518521
379	0.131519519
380	0.1315029724
381	0.1314732351
382	0.1313959654
383	0.1313522432
384	0.1313218431
385	0.1313164633
386	0.1312927562
387	0.1312690679
388	0.1312365455
389	0.1312270577
390	0.1311860041
391	0.1311787303
392	0.1311424345
393	0.1311184595
394	0.1311086875
395	0.1310779954
396	0.1310160628
397	0.1309785456
398	0.1309471207
399	0.1309128671
400	0.1308802713
401	0.1308584966
402	0.1308390269
403	0.1308281921
404	0.1308230416
405	0.1308014781
406	0.13078291
407	0.1307685859
408	0.1307420174
409	0.1307043549
410	0.1306806632
411	0.1306399513
412	0.1306112026
413	0.1305973379
414	0.1305644926
415	0.1305501457
416	0.130485701
417	0.1304726191
418	0.1304457419
419	0.130419833
420	0.1303691223
421	0.130303713
422	0.1302003143
423	0.1301658013
424	0.1301328671
425	0.130122759
426	0.1300939641
427	0.1300672263
428	0.1298447898
429	0.1298223044
430	0.1297820234
431	0.1297417642
432	0.1296924592
433	0.1296799942
434	0.1296619897
435	0.1296439803
436	0.1296218427
437	0.1295946707
438	0.1295829342
439	0.1295471792
440	0.129516917
441	0.129380746
442	0.1293531988
443	0.1293519725
444	0.1293214739
445	0.1293056909
446	0.129291584
447	0.1292473241
448	0.1290839166
449	0.1290349818
450	0.129010464
451	0.1289732073
452	0.1289665142
453	0.1288052902
454	0.1287792484
455	0.1287760228
456	0.1287678
457	0.1287566782
458	0.1287450162
459	0.1287175997
460	0.1286826173
461	0.1286470428
462	0.128645431
463	0.1286243596
464	0.1285902743
465	0.1285641931
466	0.1285313684
467	0.1285195478
468	0.1285053404
469	0.128499908
470	0.1284769786
471	0.1284642189
472	0.1284454846
473	0.1282161459
474	0.1280975507
475	0.1280958194
476	0.128081953
477	0.1280788002
478	0.1280523355
479	0.1280423119
480	0.1280054728
481	0.1278529479
482	0.1278485919
483	0.1278393186
484	0.1278358059
485	0.1278313003
486	0.1278239265
487	0.1277897864
488	0.1277514376
489	0.1277368932
490	0.1277224203
491	0.1276919934
492	0.1276878249
493	0.1276667263
494	0.1276528619
495	0.1276300387
496	0.1276052791
497	0.127598902
498	0.1275972197
499	0.1275796615
500	0.1275736017
501	0.1275720578
502	0.1275460014
503	0.1275137509
504	0.1274137647
505	0.1273982737
506	0.1273919857
507	0.1273594608
508	0.1273444766
509	0.1272451518
510	0.1272356708
511	0.1271904794
512	0.1271366627
513	0.1271267094
514	0.1270986415
515	0.1270764171
516	0.1270450647
517	0.1269340874
518	0.1269276157
519	0.1268988241
520	0.1268717783
521	0.1268558058
522	0.126852038
523	0.1268469728
524	0.1267963157
525	0.1267889849
526	0.1266588922
527	0.1266564655
528	0.1266468035
529	0.1266263818
530	0.1266133874
531	0.1265636461
532	0.1265496852
533	0.126528647
534	0.1264974638
535	0.1264598372
536	0.1264246441
537	0.1264209031
538	0.1264044019
539	0.1263732945
540	0.1263573911
541	0.1263319964
542	0.1263227877
543	0.1262942053
544	0.1262894546
545	0.1261311271
546	0.1260044698
547	0.1259849508
548	0.1259839333
549	0.1259603163
550	0.1259574881
551	0.1259366282
552	0.1259242691
553	0.1259037982
554	0.1256215891
555	0.1255792229
556	0.1255464808
557	0.1255444488
558	0.125526015
559	0.1255012922
560	0.1252922429
561	0.1252916574
562	0.125268857
563	0.1252289942
564	0.1251900181
565	0.1251730433
566	0.1251570725
567	0.1251415934
568	0.1251401964
569	0.1249799598
570	0.1248752847
571	0.1248713824
572	0.1248538568
573	0.1248259862
574	0.124814334
575	0.1247704793
576	0.1247660376
577	0.1247464105
578	0.1247281332
579	0.1247185294
580	0.1247113831
581	0.1246898306
582	0.1246784875
583	0.1246725241
584	0.1246711964
585	0.1246686354
586	0.1246526571
587	0.1246368609
588	0.1246080838
589	0.1245978881
590	0.1245873153
591	0.1245685344
592	0.1245481016
593	0.1245300991
594	0.1245207897
595	0.1244632726
596	0.1244461206
597	0.1244067506
598	0.1243005623
599	0.124299045
600	0.1242918699
601	0.1242705712
602	0.1242494277
603	0.1242281945
604	0.1241950591
605	0.1241439136
606	0.124135086
607	0.1241206368
608	0.1241010929
609	0.1240752264
610	0.1240519078
611	0.1238659942
612	0.1238362771
613	0.1238200119
614	0.1238061768
615	0.1237919668
616	0.1237824793
617	0.1236973697
618	0.1235819226
619	0.1235606087
620	0.1235345672
621	0.1235258533
622	0.1235080575
623	0.1234912652
624	0.12347565
625	0.1234682609
626	0.1234486514
627	0.1234239308
628	0.1234063984
629	0.1233899548
630	0.1233690174
631	0.1233623542
632	0.123194396
633	0.1231687121
634	0.1231062762
635	0.1230920008
636	0.1230622775
637	0.1230589118
638	0.1230422894
639	0.1230251819
640	0.1230145881
641	0.1229699691
642	0.1228158469
643	0.1227780506
644	0.1226787477
645	0.1226505675
646	0.1226338105
647	0.1226014599
648	0.1225876216
649	0.122574337
650	0.1225701556
651	0.122486919
652	0.1224574993
653	0.122440039
654	0.1224084254
655	0.1224018873
656	0.1223134387
657	0.122305401
658	0.1222850917
659	0.1222698488
660	0.1222611986
661	0.1222441646
662	0.1222249917
663	0.1221977639
664	0.1221833582
665	0.1221186042
666	0.1221088814
667	0.1220832609
668	0.1220579956
669	0.1220555032
670	0.1220444394
671	0.1220276261
672	0.1220251753
673	0.1219203236
674	0.1219123618
675	0.1218896233
676	0.1218543207
677	0.1218287117
678	0.1218057327
679	0.1217695996
680	0.1217551293
681	0.1217514047
682	0.121750367
683	0.1217323384
684	0.1217191672
685	0.1216977337
686	0.1215752407
687	0.1215545651
688	0.1215386764
689	0.121519414
690	0.1215087147
691	0.1214846786
692	0.1214575997
693	0.1214176572
694	0.1213905763
695	0.1213761214
696	0.1213515646
697	0.1213326821
698	0.1213189771
699	0.1213059781
