iter	MultiClass
536	0.02431505612
537	0.02430393392
538	0.02425988591
539	0.02423144975
540	0.02422579106
541	0.02421330827
542	0.0242011091
543	0.0241620183
544	0.02414352201
545	0.02411993736
546	0.02408962209
547	0.02407137926
548	0.0240552615
549	0.02402767309
550	0.02396803551
551	0.02395330855
552	0.02393110822
553	0.0239207357
554	0.02389853195
555	0.02387379417
556	0.02385382541
557	0.02384496529
558	0.02383514967
559	0.0238263076
560	0.02381764587
561	0.0237907662
562	0.02377749472
563	0.02376882521
564	0.02375619075
565	0.02373121087
566	0.02371864518
567	0.0237059154
568	0.02367835452
569	0.02366764397
570	0.02365608119
571	0.02363677374
572	0.02361712058
573	0.02356818261
574	0.0235520855
575	0.02352786263
576	0.0235192041
577	0.02350992054
578	0.02348957773
579	0.02347504513
580	0.02346542452
581	0.02345409554
582	0.02343985719
583	0.02343151966
584	0.02339912083
585	0.02338692798
586	0.02336807219
587	0.02334951593
588	0.02333426447
589	0.02329551645
590	0.02328250557
591	0.02327583502
592	0.02325630595
593	0.02323901819
594	0.02321567459
595	0.02319970152
596	0.02318237756
597	0.0231601727
598	0.02313998058
599	0.0231104886
600	0.02306932706
601	0.02305591891
602	0.02301257127
603	0.02297839554
604	0.02296233107
605	0.02294330745
606	0.02293179669
607	0.02292107844
608	0.02290757087
609	0.02288668453
610	0.02286209389
611	0.02284472365
612	0.02283697053
613	0.02281443215
614	0.02279631748
615	0.02277586773
616	0.02274959341
617	0.02273927141
618	0.022726965
619	0.02271781182
620	0.02269123156
621	0.02266206164
622	0.02264816887
623	0.02263821614
624	0.02262511243
625	0.02261906436
626	0.02259169515
627	0.02256968263
628	0.02251599775
629	0.02249587678
630	0.0224501999
631	0.02243475383
632	0.02243034945
633	0.022421267
634	0.0224026009
635	0.02238607283
636	0.02237647662
637	0.02236493102
638	0.02235170401
639	0.02233748966
640	0.02231489008
641	0.02230221576
642	0.02227893677
643	0.02225950324
644	0.02223121028
645	0.02221773238
646	0.02220154157
647	0.02219128235
648	0.02218136343
649	0.02216982982
650	0.02215748309
651	0.02213518992
652	0.02211456301
653	0.02210157856
654	0.02208544807
655	0.02206317351
656	0.02204613331
657	0.02203880273
658	0.02200482501
659	0.0219813063
660	0.02196255687
661	0.02195477204
662	0.02194076821
663	0.02191706048
664	0.02189770485
665	0.02188543961
666	0.02187782404
667	0.021840831
668	0.0218311356
669	0.02182303052
670	0.02180855569
671	0.02179299241
672	0.02174882671
673	0.0217408097
674	0.02172951172
675	0.0217220035
676	0.021713278
677	0.0216812363
678	0.02167274148
679	0.02166437078
680	0.02164694288
681	0.02162568205
682	0.02160413959
683	0.0215794776
684	0.02156261973
685	0.02152554947
686	0.02151253555
687	0.02148935647
688	0.02146869283
689	0.0214584146
690	0.02145137238
691	0.02143603841
692	0.02141508742
693	0.02140216201
694	0.02137490877
695	0.0213456675
696	0.02132526805
697	0.02131116692
698	0.02130153229
699	0.02127346454
